depth;datetime;value
384.033;35740.3145949074;10.3061
384.879;35740.3146064815;10.3061
386.163;35740.3146527778;10.306
387.025;35740.3146759259;10.306
388.262;35740.3147106481;10.3062
388.957;35740.3147337963;10.3063
390.021;35740.3147569444;10.3063
391.277;35740.3147916667;10.3063
391.997;35740.3148148148;10.3064
392.995;35740.314837963;10.3065
393.998;35740.3148726852;10.3065
394.954;35740.3148958333;10.3064
396.015;35740.3149189815;10.3065
396.983;35740.3149305556;10.3064
397.972;35740.3149768518;10.3064
398.926;35740.3149768518;10.3066
400.102;35740.3150115741;10.3066
400.981;35740.3150578704;10.3066
401.979;35740.3150694444;10.3067
403.031;35740.3150925926;10.3068
403.949;35740.3151157407;10.3068
405.084;35740.315150463;10.3069
406.017;35740.3151736111;10.3071
406.946;35740.3151967593;10.3071
407.963;35740.3152314815;10.3071
409.019;35740.3152546296;10.3076
410.055;35740.3153009259;10.3082
411.038;35740.3153125;10.3083
412.108;35740.3153587963;10.3103
413.026;35740.3153819444;10.3111
413.549;35740.3153935185;10.3117
415.036;35740.3154398148;10.3127
415.907;35740.315462963;10.3127
416.971;35740.3154976852;10.3132
417.981;35740.3155208333;10.3144
419.13;35740.3155787037;10.3166
420.011;35740.3155787037;10.3167
421.078;35740.3156365741;10.3173
421.99;35740.3156597222;10.3191
423.022;35740.3156828704;10.3205
423.883;35740.3157175926;10.3209
424.99;35740.3157638889;10.3214
426.013;35740.3157638889;10.3217
426.924;35740.3157986111;10.3226
428;35740.3158449074;10.3232
429.044;35740.3158796296;10.3233
429.978;35740.3159027778;10.3232
430.951;35740.3159606481;10.3231
432.028;35740.3159606481;10.3254
432.746;35740.3159837963;10.3252
1.08;35841.9034375;6.2269
2.033;35841.9035069444;6.2269
3.097;35841.9035416667;6.2269
3.803;35841.9035648148;6.2269
4.825;35841.9036226852;6.2268
6.109;35841.9036805556;6.2269
7.004;35841.9037037037;6.227
7.917;35841.9037268519;6.2272
8.992;35841.9037615741;6.2272
9.997;35841.9038078704;6.2273
10.982;35841.9038425926;6.2273
12.077;35841.9038657407;6.2275
12.991;35841.903900463;6.2274
13.84;35841.9039236111;6.2274
15.061;35841.9039699074;6.2275
15.966;35841.9040046296;6.2275
17.092;35841.9040509259;6.2275
17.789;35841.9040625;6.2276
18.99;35841.9041087963;6.2277
20.081;35841.9041435185;6.2298
21.033;35841.9041666667;6.2333
21.924;35841.9041898148;6.2915
23.004;35841.904224537;6.4208
24.21;35841.9042708333;6.5774
24.909;35841.9043055556;6.5989
26.053;35841.9043287037;6.6206
26.836;35841.9043518519;6.643
28.01;35841.9044097222;6.6691
28.952;35841.9044328704;6.6929
30.195;35841.9044675926;6.7258
30.829;35841.9044907407;6.7349
31.878;35841.904525463;6.8018
33.034;35841.9045717593;6.8524
33.935;35841.9045949074;6.8651
35.009;35841.9046296296;6.8888
36.108;35841.9046759259;6.916
36.902;35841.9046875;6.9419
38.033;35841.9047337963;6.962
38.987;35841.9047685185;6.9688
40.017;35841.9047916667;6.9836
41.07;35841.9048148148;7.0114
42.076;35841.9048726852;7.0243
42.911;35841.9048726852;7.0282
44.068;35841.9049305556;7.0423
44.861;35841.9049537037;7.058
45.905;35841.9049768519;7.0706
47.061;35841.9050115741;7.0851
47.745;35841.9050347222;7.0912
49.056;35841.9050925926;7.1021
49.847;35841.9051157407;7.1268
51.038;35841.905150463;7.1467
51.966;35841.9051736111;7.1615
52.976;35841.9052199074;7.1841
54.191;35841.9052546296;7.3104
54.924;35841.9052777778;7.4104
56.122;35841.9053125;7.573
57.009;35841.9053356481;7.6713
58.01;35841.9053587963;7.7959
59.099;35841.9054166667;7.9653
60;35841.9054398148;8.1156
61.139;35841.905474537;8.1989
61.853;35841.9054976852;8.2942
63.064;35841.9055208333;8.3515
64.001;35841.9055555556;8.4222
64.943;35841.9055787037;8.4693
66.117;35841.905625;8.4969
66.984;35841.9056365741;8.5156
68.006;35841.9056828704;8.5864
68.975;35841.9057175926;8.6806
69.984;35841.9057407407;8.7688
71.103;35841.905775463;8.7844
71.848;35841.9057986111;8.8127
73.157;35841.9058449074;8.9213
73.793;35841.9058564815;8.9568
75.08;35841.9059027778;8.9991
75.892;35841.9059259259;9.0073
77.171;35841.9059606481;9.0507
77.853;35841.9059837963;9.0937
78.964;35841.9060185185;9.1535
80.181;35841.9060648148;9.1995
80.896;35841.9060648148;9.2203
82.033;35841.9061226852;9.2619
82.992;35841.9061458333;9.2839
84.001;35841.9061805556;9.3015
85.163;35841.9062037037;9.328
86.017;35841.9062268519;9.3579
87.171;35841.9062847222;9.3976
88.031;35841.9062847222;9.4212
89.332;35841.9063425926;9.4519
89.941;35841.9063657407;9.4648
91.08;35841.9063888889;9.4771
91.981;35841.9064236111;9.4879
93.004;35841.9064467593;9.5
94.121;35841.9064814815;9.5185
94.977;35841.9065046296;9.5252
95.958;35841.9065509259;9.5296
97.138;35841.9065856481;9.5489
98.036;35841.9066087963;9.5729
98.878;35841.9066319444;9.5903
100.115;35841.9066666667;9.6046
100.976;35841.9066898148;9.6162
101.88;35841.906724537;9.6269
102.981;35841.9067476852;9.6336
104.165;35841.9067939815;9.6448
104.992;35841.9068055556;9.6667
106.254;35841.9068518519;9.6769
106.972;35841.906875;9.6919
108.013;35841.9068865741;9.7116
108.979;35841.9069097222;9.7335
109.97;35841.9069328704;9.7551
110.995;35841.9069328704;9.7679
111.997;35841.9069444444;9.7767
112.986;35841.9069675926;9.7873
113.986;35841.9069675926;9.8275
114.995;35841.9069907407;9.8614
115.988;35841.9069907407;9.8988
116.983;35841.9070138889;9.9175
117.991;35841.9070138889;9.9357
119.005;35841.907025463;9.9576
120.01;35841.9070486111;9.9669
121.009;35841.9070486111;9.9695
122.002;35841.9070717593;9.97
122.993;35841.9070949074;9.9811
