depth;datetime;value
433.033;35287.2794097222;4.7488
434.002;35287.2794444444;4.7491
434.974;35287.2794675926;4.7495
435.859;35287.2794907407;4.7497
1.046;35287.3069907407;17.287701
1.978;35287.3070138889;17.290501
3.078;35287.3070486111;17.2943
3.926;35287.3070949074;17.2845
5.007;35287.3071296296;17.263901
6.048;35287.3071527778;16.945299
7.003;35287.3071875;16.4081
8;35287.3072106481;16.054001
8.988;35287.3072337963;14.4765
9.994;35287.3072685185;14.0393
10.996;35287.3072916667;13.625
11.992;35287.307337963;13.0744
12.994;35287.3073726852;12.0441
13.997;35287.3073958333;10.2467
14.992;35287.3074305556;9.2545
16.017;35287.3074537037;8.3405
17.009;35287.3074768518;6.8786
17.998;35287.3075115741;5.338
18.978;35287.3075347222;4.8825
19.993;35287.3075578704;4.7484
21.059;35287.3075925926;4.27
22.007;35287.3076388889;4.0948
23.005;35287.307650463;4.076
24.037;35287.3076967593;4.0648
25.019;35287.3077199074;4.0227
25.993;35287.3077546296;4.0076
27.006;35287.3077777778;3.9435
28.001;35287.3078125;3.8483
29.048;35287.3078356481;3.7396
30.017;35287.3078587963;3.6524
30.985;35287.3078935185;3.6426
31.969;35287.3079166667;3.6292
32.996;35287.3079398148;3.5337
34.001;35287.307974537;3.4732
34.999;35287.3079976852;3.4239
35.976;35287.3080439815;3.3798
36.98;35287.3080555556;3.3073
37.982;35287.3081018518;3.2539
39;35287.308125;3.2
40.002;35287.3081597222;3.1617
40.99;35287.3081828704;3.1526
42.005;35287.3082175926;3.1418
43.013;35287.3082407407;3.1182
43.98;35287.3082638889;3.0677
45.012;35287.3082986111;3.0211
46.001;35287.3083217593;3.0033
47.016;35287.3083564815;2.9485
47.995;35287.3083796296;2.8959
48.99;35287.3084027778;2.8556
49.911;35287.3084375;2.8265
3.177;35287.3593287037;16.9662
3.997;35287.3593287037;17.041
4.861;35287.359375;17.0338
6.016;35287.3594907407;16.868999
6.987;35287.3595138889;16.737301
8.066;35287.3596527778;16.597099
9;35287.3597106481;16.427
10.003;35287.3597337963;14.2147
11.072;35287.3598726852;13.7796
11.992;35287.3598958333;13.2175
13.002;35287.3599189815;11.0769
14.002;35287.3599305556;9.1746
14.99;35287.3599537037;7.7022
16.003;35287.3599768519;5.9135
16.984;35287.36;5.2768
18.031;35287.3600115741;4.9463
18.99;35287.3600347222;4.7955
19.908;35287.3600578704;4.6115
21.002;35287.3601736111;4.2329
21.978;35287.3602199074;4.1073
23.019;35287.3602314815;3.9927
23.986;35287.3602546296;3.9906
25.006;35287.3603009259;3.9645
25.985;35287.3603125;3.9567
27.022;35287.3603356481;3.9262
27.967;35287.3603819444;3.8783
