depth;datetime;value
19;34789.1919907407;3.03554
20;34789.192025463;3.03956
21;34789.1920717593;3.04608
22;34789.1921064815;3.04781
23;34789.1921527778;3.05091
24;34789.1921875;3.05043
25;34789.1922106482;3.05074
26;34789.1922685185;3.05298
27;34789.1922916667;3.06296
28;34789.192337963;3.06891
29;34789.1923726852;3.0746
30;34789.1924189815;3.08798
31;34789.1924537037;3.09321
32;34789.1924768519;3.09458
33;34789.1925347222;3.09915
34;34789.1925578704;3.1002
35;34789.1925925926;3.1007
36;34789.1926388889;3.0998
37;34789.1926736111;3.09917
38;34789.1927199074;3.09917
39;34789.1927546296;3.10266
40;34789.1928009259;3.10098
41;34789.1928356482;3.10218
42;34789.1928587963;3.10358
43;34789.1928935185;3.10537
44;34789.1929398148;3.10534
45;34789.192974537;3.10836
46;34789.1930208333;3.11002
47;34789.1930555556;3.11244
48;34789.1931018519;3.11674
49;34789.1931365741;3.11966
50;34789.1931597222;3.1217
51;34789.1932175926;3.12093
52;34789.1932407407;3.12207
53;34789.193275463;3.12828
54;34789.1933217593;3.13814
55;34789.1933564815;3.14015
56;34789.1934027778;3.14597
57;34789.1934375;3.14669
58;34789.1934606481;3.14743
59;34789.1935185185;3.15143
60;34789.1935416667;3.16632
61;34789.193587963;3.17136
62;34789.1936226852;3.17199
63;34789.1936689815;3.17425
64;34789.1937037037;3.1985
65;34789.1937268519;3.19686
66;34789.1937847222;3.18516
67;34789.1938078704;3.19723
68;34789.1938425926;3.21994
69;34789.1938888889;3.26376
70;34789.1939236111;3.44336
71;34789.1939699074;3.65512
72;34789.1940046296;3.80458
73;34789.1940509259;3.93484
74;34789.1940856481;3.98343
75;34789.1941087963;4.02866
76;34789.1941435185;4.06703
77;34789.1941898148;4.16595
78;34789.194224537;4.36144
79;34789.1942708333;4.41677
80;34789.1943055556;4.46644
81;34789.1943518519;4.49502
82;34789.1943865741;4.50092
83;34789.1944097222;4.50253
84;34789.1944675926;4.50155
85;34789.1944907407;4.5125
86;34789.194525463;4.54945
86.159;34789.1945717593;4.55514
1.111;34837.3759606481;5.5158
1.979;34837.3760185185;5.5124
3.023;34837.3760416667;5.5114
4.006;34837.376087963;5.5065
4.936;34837.3761226852;5.5029
6;34837.3761458333;5.5019
7.03;34837.3762037037;5.5
7.951;34837.3762268519;5.499
9.045;34837.3762615741;5.4968
9.921;34837.3762847222;5.4966
11.056;34837.3763425926;5.4949
12.136;34837.3763657407;5.4753
13.037;34837.376400463;5.4678
13.957;34837.3764467593;5.4647
15.069;34837.3764814815;5.462
16.013;34837.3765046296;5.4621
17.035;34837.3765625;5.4619
18.047;34837.3765856481;5.461
18.991;34837.3766087963;5.4609
20.019;34837.3766666667;5.4615
21.03;34837.3766898148;5.4649
21.986;34837.376724537;5.4678
22.942;34837.3767708333;5.4702
24.007;34837.3768055556;5.4674
24.925;34837.3768287037;5.4429
25.969;34837.3768865741;5.4348
27.041;34837.3769097222;5.43
28.099;34837.3769675926;5.4269
28.878;34837.3769675926;5.4256
29.999;34837.377025463;5.3774
30.885;34837.3770486111;5.3055
32.008;34837.3770949074;5.2534
32.896;34837.3771296296;5.252
33.977;34837.3771759259;5.242
35.056;34837.3772106481;5.23
36.019;34837.3772337963;5.207
37.02;34837.3772916667;5.1896
37.923;34837.3773148148;5.1705
38.959;34837.377349537;5.1662
39.784;34837.3773726852;5.1561
41.012;34837.3774305556;5.1349
41.829;34837.3774537037;5.0916
43.012;34837.3775;4.9256
43.99;34837.3775347222;4.7
45.007;34837.3775578704;4.575
46.047;34837.3776157407;4.4453
46.895;34837.3776388889;4.3203
48.176;34837.3776736111;4.0886
48.964;34837.3776967593;3.9963
49.919;34837.3777546296;3.894
50.933;34837.3777777778;3.8834
51.955;34837.3778125;3.8421
53.089;34837.3778587963;3.816
53.948;34837.3778935185;3.8163
55.064;34837.3779398148;3.8153
56.033;34837.377974537;3.7751
57.017;34837.3779976852;3.7244
58.028;34837.3780439815;3.6858
58.84;34837.3780787037;3.6645
59.999;34837.378125;3.5897
60.991;34837.3781597222;3.5566
61.967;34837.3781828704;3.5082
62.943;34837.3782175926;3.4924
63.914;34837.3782638889;3.4826
65.056;34837.3782986111;3.4645
66.079;34837.3783449074;3.459
66.981;34837.3783796296;3.4574
67.993;34837.3784259259;3.4625
69.067;34837.3784606481;3.4831
70.139;34837.3785069444;3.506
70.957;34837.3785185185;3.538
71.993;34837.3785648148;3.5879
73.102;34837.378599537;3.6464
73.981;34837.3786226852;3.6784
74.977;34837.3786689815;3.6963
76.005;34837.3787037037;3.7441
77.155;34837.37875;3.8363
77.965;34837.3787615741;3.895
79.069;34837.3788078704;4.0932
80.044;34837.3788425926;4.3202
80.958;34837.3788888889;4.3931
81.983;34837.3789236111;4.4295
82.991;34837.3789467593;4.5049
84.013;34837.3789814815;4.5876
85.065;34837.3790277778;4.6351
86.003;34837.3790625;4.649
86.806;34837.3791087963;4.7066
1.249;34922.363900463;19.067301
1.995;34922.3639236111;19.061001
3.026;34922.3639699074;19.049601
4.021;34922.3640046296;19.044701
4.98;34922.3640277778;19.028
6.036;34922.3640856482;19.0058
6.923;34922.3641087963;18.9991
8.01;34922.3641435185;18.9881
9.019;34922.3641898148;18.9746
9.867;34922.364212963;18.9697
11.032;34922.3642476852;18.961
12.036;34922.3642939815;18.9522
12.889;34922.3643055556;18.9422
14.128;34922.364375;18.862801
14.935;34922.3643865741;18.724899
15.992;34922.3644328704;18.0175
17.028;34922.3644675926;16.899099
18.069;34922.3644907407;15.3625
19.031;34922.364525463;14.6984
20.065;34922.3645717593;14.0438
20.958;34922.3645949074;13.5393
22.057;34922.3646527778;13.0363
23.017;34922.3646759259;12.5785
24.062;34922.3647337963;12.0344
24.994;34922.3647337963;11.6306
25.971;34922.3647916667;10.897
27.006;34922.364837963;10.2095
27.981;34922.364849537;9.4744
29.038;34922.3648958333;8.9853
30.132;34922.3649305556;8.6743
31.014;34922.3649537037;8.1549
31.867;34922.365;7.529
32.975;34922.3650347222;6.6115
34.03;34922.3650694444;5.9567
34.968;34922.3650925926;5.7168
36.004;34922.3651388889;5.387
36.89;34922.365150463;5.351
38.002;34922.3652199074;5.2505
38.885;34922.3652199074;5.2086
39.997;34922.3652777778;5.152
41.024;34922.3653125;5.1299
42.038;34922.3653356481;5.1245
42.929;34922.3653819444;5.1299
43.957;34922.3654166667;5.2367
45.015;34922.3654398148;5.32
46.021;34922.3654976852;5.2833
47.006;34922.3655208333;5.2675
47.987;34922.3655555556;5.2656
48.889;34922.3655787037;5.2667
49.967;34922.3656365741;5.2832
50.959;34922.3656597222;5.355
51.94;34922.3656828704;5.472
53.006;34922.3657175926;5.4648
54.063;34922.3657638889;5.385
54.98;34922.3657986111;5.3148
55.874;34922.3658217593;5.295
56.927;34922.3658564815;5.2085
57.993;34922.3659027778;5.0491
58.905;34922.3659259259;4.9962
60.168;34922.3659837963;5.0043
61.009;34922.3660069444;5.0448
62.169;34922.3660416667;5.009
63.017;34922.3660648148;4.982
64.018;34922.366099537;4.9565
65.022;34922.3661458333;4.9446
66.059;34922.3661805556;4.8581
66.793;34922.3662037037;4.7714
67.978;34922.3662615741;4.7284
68.922;34922.3662615741;4.7015
70.04;34922.3663194444;4.4471
71.021;34922.3663425926;4.2949
72.189;34922.3663888889;4.1905
72.969;34922.3664236111;4.224
73.923;34922.3664467593;4.2611
75.097;34922.3665046296;4.2828
75.933;34922.3665046296;4.2973
76.996;34922.3665625;4.3342
77.891;34922.3665856481;4.3604
78.969;34922.3666435185;4.443
79.969;34922.3666435185;4.499
81.026;34922.366712963;4.4258
82.028;34922.366724537;4.3067
82.99;34922.3667708333;4.3379
84.019;34922.3668055556;4.3959
85.071;34922.3668287037;4.5005
85.913;34922.3668865741;4.5441
86.883;34922.3669675926;4.5604
1.236;34922.3836805556;19.1073
1.984;34922.3837037037;19.109699
2.981;34922.3837268519;19.1035
4.024;34922.3837615741;19.080999
5.016;34922.3838078704;19.0424
6.015;34922.3838425926;19.0138
7.004;34922.3838657407;18.996099
8.016;34922.3838888889;18.980301
9.004;34922.3839467593;18.969801
10.007;34922.3839699074;18.9604
11.052;34922.3840046296;18.9517
12.005;34922.3840509259;18.941999
13.018;34922.3840625;18.920601
13.874;34922.3840856481;18.8724
15.043;34922.3841087963;18.3272
15.972;34922.3841435185;17.348301
16.993;34922.3841435185;16.2057
17.922;34922.3841666667;15.4544
18.953;34922.3841898148;14.696
20.057;34922.384224537;13.98
20.96;34922.384224537;13.7569
22.007;34922.3842476852;13.3046
23.151;34922.3842939815;12.6554
24.006;34922.3843055556;12.4187
24.78;34922.3843055556;12.1433
25.991;34922.3843518519;11.0606
26.695;34922.3843518519;10.6759
28.05;34922.3843865741;9.9423
29.017;34922.3844097222;9.5254
29.873;34922.3844097222;8.7969
30.533;34922.3844328704;8.2121
31.99;34922.3844675926;7.0764
33.019;34922.3844907407;6.5751
33.84;34922.3844907407;6.4293
35.217;34922.384525463;6.3141
36.009;34922.3845486111;6.0538
36.961;34922.3845717593;5.6768
38.004;34922.3845949074;5.6192
39.071;34922.3846064815;5.6095
40.012;34922.3846296296;5.5734
41.381;34922.3846527778;5.5407
42.004;34922.3846759259;5.5135
42.997;34922.3846875;5.4651
44.031;34922.3847106481;5.3694
45.21;34922.3847337963;5.2431
45.962;34922.3847569444;5.2155
47.027;34922.3847685185;5.178
48.151;34922.3847916667;5.1008
48.956;34922.3848148148;5.0023
50.996;34922.384849537;4.9242
52.019;34922.3848726852;4.976
53.12;34922.3848958333;5.0326
54.013;34922.3849189815;5.1295
55.002;34922.3849305556;5.1496
55.973;34922.3849537037;5.1994
57.031;34922.3849768518;5.2291
57.959;34922.385;5.2344
59.477;34922.3850347222;5.2201
59.945;34922.3850347222;5.1977
61.006;34922.3850578704;5.1284
61.688;34922.3850578704;5.0782
63.042;34922.3850925926;4.8992
63.998;34922.3851157407;4.8397
64.992;34922.3851388889;4.8139
65.651;34922.3851388889;4.7823
67.034;34922.3851736111;4.4753
67.937;34922.3851967593;4.2146
69.299;34922.3852199074;4.1993
69.983;34922.3852314815;4.1819
70.903;34922.3852546296;4.1773
72.176;34922.3853009259;4.3489
72.579;34922.3853125;4.3518
74.34;34922.3853587963;4.3362
74.838;34922.3853819444;4.3362
76.044;34922.3854166667;4.3251
77.295;34922.385474537;4.3856
77.85;34922.385474537;4.4106
78.714;34922.3854976852;4.5763
81.163;34922.3857986111;4.2475
82.02;34922.3859259259;4.2678
83.039;34922.3860416667;4.3372
84.039;34922.3862037037;4.475
85.003;34922.3863425926;4.5522
85.798;34922.3864236111;4.5445
1.933;35113.2681944444;2.2728
2.99;35113.268275463;2.2734
4.043;35113.2683217593;2.2737
5.002;35113.2683564815;2.2741
5.96;35113.2684027778;2.2779
6.991;35113.2684606481;2.2785
8.002;35113.2684837963;2.2776
9.1;35113.2685648148;2.2804
10.022;35113.2685648148;2.2807
11.281;35113.2686458333;2.2787
11.991;35113.2686689815;2.2784
12.989;35113.2687037037;2.2784
13.959;35113.26875;2.2789
15.019;35113.2687847222;2.2794
15.943;35113.2688078704;2.28
17.154;35113.2688657407;2.2822
17.944;35113.2689236111;2.2821
18.894;35113.2689467593;2.2819
20.09;35113.2690046296;2.2826
21.002;35113.2690277778;2.2848
22.012;35113.2690856481;2.2866
23.015;35113.2691087963;2.286
23.938;35113.2691435185;2.2837
24.918;35113.2691898148;2.2809
25.931;35113.269224537;2.2813
27.111;35113.2692939815;2.2846
27.973;35113.2693055556;2.2809
29.189;35113.269375;2.2792
29.962;35113.2693865741;2.2789
30.998;35113.2694328704;2.2795
32.037;35113.2694907407;2.2812
32.991;35113.2695138889;2.283
33.762;35113.269525463;2.2853
35.017;35113.2696064815;2.2878
36.011;35113.2696296296;2.288
37.302;35113.2697106482;2.2854
37.983;35113.2697337963;2.2844
38.924;35113.2697337963;2.2829
40.158;35113.2698148148;2.2832
41.01;35113.269837963;2.2838
42.151;35113.2698958333;2.2847
43.025;35113.2699305556;2.2849
43.978;35113.2699537037;2.2843
44.985;35113.2700115741;2.2842
45.725;35113.2700115741;2.2842
47.06;35113.2700925926;2.2845
48.115;35113.2701388889;2.2847
48.904;35113.2701736111;2.2853
50.056;35113.2701967593;2.2871
51.414;35113.2702777778;2.2909
52.005;35113.2703009259;2.2913
53.024;35113.2703125;2.2929
54.129;35113.2703935185;2.2928
55.055;35113.2704166667;2.2929
55.714;35113.2704166667;2.2929
56.972;35113.2704976852;2.2942
57.999;35113.2705208333;2.2951
58.921;35113.2705555556;2.2961
60.008;35113.2706018519;2.3006
61.064;35113.2706365741;2.3043
61.874;35113.2706597222;2.3052
62.946;35113.2707407407;2.3088
64.036;35113.2707407407;2.3125
65.119;35113.2707986111;2.3306
65.964;35113.2708449074;2.3521
66.962;35113.2708564815;2.3951
67.974;35113.2709259259;2.4153
68.997;35113.2709606482;2.4582
70.023;35113.2709837963;2.5133
71.107;35113.2710416667;2.6453
72.005;35113.2710648148;2.8852
73.019;35113.271099537;3.5638
73.971;35113.2711458333;4.1621
74.969;35113.2711805556;4.2781
75.921;35113.2712268519;4.4259
76.943;35113.2712615741;4.5032
78.023;35113.2713078704;4.5816
78.951;35113.2713425926;4.6359
79.999;35113.2713888889;4.6741
81.002;35113.2714236111;4.7753
82.015;35113.2714699074;4.9245
83.054;35113.2715046296;4.9554
84.014;35113.2715509259;4.9026
84.909;35113.2715856481;4.9146
85.695;35113.2716898148;5.2347
4.463;35151.5093518519;1.4294
4.989;35151.509525463;1.4279
6.073;35151.5096064815;1.4258
6.932;35151.5096296296;1.4257
8.028;35151.5096875;1.423
9.025;35151.5097106481;1.4207
10.003;35151.5097685185;1.4162
10.926;35151.5098148148;1.4169
12.095;35151.509849537;1.4196
12.927;35151.5098726852;1.4205
13.972;35151.5099189815;1.4206
15.02;35151.5099768518;1.3951
15.996;35151.5099768518;1.3909
17.047;35151.5100347222;1.3276
18.034;35151.5100578704;1.3069
19.001;35151.5101157407;1.2894
20.044;35151.5101388889;1.2787
21.015;35151.5101736111;1.2683
22.035;35151.5102199074;1.2669
22.984;35151.5102546296;1.267
24.002;35151.5103009259;1.2672
24.988;35151.5103356481;1.2673
26.066;35151.5103819444;1.2674
27.151;35151.5104398148;1.2676
28.119;35151.510474537;1.2677
28.877;35151.5104976852;1.2676
29.8;35151.5105208333;1.2674
31.092;35151.5105787037;1.2613
31.949;35151.5106018518;1.2606
33.054;35151.5106597222;1.2588
34.055;35151.5106828704;1.2579
34.959;35151.5107407407;1.2571
36.015;35151.5107638889;1.2568
37.012;35151.5107986111;1.2564
38;35151.5108449074;1.2551
38.997;35151.5108796296;1.252
40.006;35151.5109259259;1.2486
40.945;35151.5109606481;1.2441
42.156;35151.5110185185;1.2256
42.944;35151.5110185185;1.217
44.008;35151.511087963;1.1979
45.021;35151.5111226852;1.1926
45.966;35151.5111458333;1.1858
46.946;35151.5111805556;1.1749
48.025;35151.5112268518;1.1623
49.095;35151.5112847222;1.1503
49.973;35151.5113078704;1.1396
51.001;35151.5113425926;1.1158
51.822;35151.5113657407;1.0925
52.995;35151.5114236111;1.07
54.043;35151.5114699074;1.1218
54.98;35151.5115046296;1.1536
55.97;35151.5115277778;1.165
57.041;35151.5115856481;1.2042
58.01;35151.5116087963;1.2304
58.987;35151.5116666667;1.2715
59.941;35151.5116898148;1.303
61.014;35151.511724537;1.3514
62.012;35151.5117708333;1.3744
62.839;35151.5118055556;1.3833
64.028;35151.5118518519;1.3746
65.013;35151.5118865741;1.4477
66.013;35151.5119328704;1.5801
67.292;35151.5119907407;2.004
67.958;35151.5120138889;1.9865
69.044;35151.5120486111;1.9459
70.06;35151.5120949074;1.9317
70.967;35151.5121296296;1.927
72.189;35151.5121875;1.9178
73.005;35151.5121875;1.917
73.984;35151.5122337963;1.9552
74.895;35151.5122685185;2.0829
76.081;35151.5123148148;2.4689
77.122;35151.512349537;3.0493
77.888;35151.5123726852;3.7522
78.945;35151.5124305556;4.1643
79.992;35151.5124537037;4.3325
80.988;35151.5125;4.4096
82.039;35151.5125347222;4.4413
82.668;35151.5125578704;4.4465
84.045;35151.5127199074;4.5596
85.022;35151.5128587963;4.7538
1.04;35151.5289467593;1.4696
2.161;35151.5290625;1.4695
2.977;35151.5290856482;1.4691
3.992;35151.5291435185;1.4676
4.985;35151.5291666667;1.4666
6.008;35151.529212963;1.4646
6.982;35151.5292476852;1.464
8.109;35151.5292939815;1.4644
8.981;35151.5293055556;1.4653
9.935;35151.5293518519;1.4671
11.023;35151.5294097222;1.4658
11.995;35151.5294328704;1.464
13.142;35151.5294907407;1.463
13.918;35151.5295138889;1.4617
15.114;35151.5295717593;1.4405
16.091;35151.5295949074;1.433
16.908;35151.5296296296;1.4286
18.073;35151.5296759259;1.4213
18.93;35151.5297106481;1.4149
19.98;35151.5297337963;1.4106
21.068;35151.5297685185;1.3913
21.86;35151.5297916667;1.3843
22.968;35151.529849537;1.3455
24.049;35151.5298726852;1.3331
25.001;35151.5299305556;1.3241
25.995;35151.5299537037;1.3135
27.062;35151.5300115741;1.3049
27.981;35151.5300115741;1.304
29.075;35151.5300694444;1.3027
30.008;35151.5300925926;1.3021
30.989;35151.5301388889;1.3023
31.818;35151.5301736111;1.3025
32.965;35151.5302199074;1.3023
34.113;35151.5302546296;1.3019
34.863;35151.5302777778;1.3018
35.939;35151.5303356481;1.3017
36.939;35151.5303587963;1.3017
38.054;35151.5304166667;1.3005
38.96;35151.5304398148;1.2999
40.059;35151.5304976852;1.2993
40.978;35151.5305208333;1.2991
41.947;35151.5305555556;1.2988
42.959;35151.5306018519;1.2985
43.985;35151.530625;1.2977
44.988;35151.5306597222;1.2954
46.127;35151.5307175926;1.2923
46.978;35151.5307175926;1.2911
48.023;35151.530775463;1.277
48.816;35151.5307986111;1.2736
50.09;35151.5308564815;1.2478
51.063;35151.5308796296;1.2404
52.048;35151.5309259259;1.2085
52.996;35151.5309606481;1.1835
53.973;35151.5309837963;1.1699
55.149;35151.5310416667;1.1757
55.982;35151.5310648148;1.1907
57.028;35151.531099537;1.247
57.973;35151.5311458333;1.3531
58.959;35151.5311805556;1.423
60.013;35151.5312268519;1.4557
61.032;35151.5312615741;1.4841
62.125;35151.5313078704;1.52
62.948;35151.5313194444;1.5305
63.989;35151.5313657407;1.5512
64.876;35151.5313888889;1.5489
66.107;35151.5314467593;1.4955
67.023;35151.5314699074;1.5019
67.949;35151.5315046296;1.595
68.994;35151.5315625;1.7554
70.035;35151.5315856481;1.8677
71.009;35151.5316087963;2.0267
71.994;35151.5316666667;2.0643
73.019;35151.5316898148;2.0851
73.962;35151.531724537;2.0997
74.842;35151.5317476852;2.1205
75.98;35151.5318055556;2.4379
76.956;35151.5318518519;2.6111
78.057;35151.5318865741;3.3208
79.018;35151.5319097222;3.9543
79.964;35151.5319444444;4.1291
80.921;35151.5319907407;4.2823
82.328;35151.5321527778;4.5325
82.989;35151.5321875;4.5247
83.972;35151.5322106481;4.5045
84.737;35151.5322685185;4.4908
1.058;35200.5895949074;5.0368
2.079;35200.5896296296;5.045
3.028;35200.5896527778;5.0451
4.014;35200.5896875;5.0247
5.007;35200.5897337963;4.9397
5.997;35200.5897685185;4.8736
6.982;35200.5898148148;4.8091
8.013;35200.589849537;4.7335
8.996;35200.5898726852;4.617
10.008;35200.5899189815;4.5318
11.005;35200.5899537037;4.5127
11.959;35200.5899768519;4.4854
13.001;35200.5900115741;4.4001
14.025;35200.5900578704;4.3479
15.006;35200.5900925926;4.3217
15.99;35200.5901388889;4.3024
17.007;35200.5901736111;4.2824
17.977;35200.5901967593;4.2638
18.999;35200.5902314815;4.2424
19.978;35200.5902777778;4.2179
20.943;35200.5903125;4.1853
22.025;35200.5903587963;4.0648
23.089;35200.5903935185;3.9035
23.981;35200.5904166667;3.8196
24.929;35200.590462963;3.7605
26.005;35200.5904976852;3.7076
27.042;35200.5905208333;3.6901
28.032;35200.5905555556;3.6756
28.986;35200.5906018519;3.6677
29.95;35200.5906365741;3.6637
31.007;35200.5906828704;3.6561
32.101;35200.5907175926;3.6349
33.036;35200.5907407407;3.5922
33.973;35200.590775463;3.5711
35.003;35200.5908217593;3.5501
35.983;35200.5908449074;3.4576
36.968;35200.5908796296;3.1555
37.902;35200.5909259259;3.0502
38.997;35200.5909606482;3.0502
39.992;35200.5910069444;3.0777
40.955;35200.5910416667;3.1106
42.047;35200.5910648148;3.0383
43.014;35200.591099537;2.9863
43.998;35200.5911458333;2.98
44.931;35200.5911805556;2.9767
45.987;35200.5912037037;2.9747
47.051;35200.5912615741;2.9963
47.999;35200.5912847222;3.0347
48.981;35200.5913078704;3.0371
49.954;35200.5913425926;3.0144
51.063;35200.5913888889;2.9249
52.067;35200.5914236111;2.8995
52.997;35200.5914699074;2.8982
53.986;35200.5915046296;2.8959
55.1;35200.5915277778;2.8539
56.012;35200.5915625;2.7603
56.982;35200.5916087963;2.6709
57.996;35200.5916435185;2.6365
58.974;35200.5916666667;2.5864
60.011;35200.591724537;2.5502
60.926;35200.5917476852;2.4852
62.009;35200.5917939815;2.4405
63.056;35200.5918287037;2.386
64.007;35200.5918518519;2.1342
64.961;35200.5918865741;1.9385
66.031;35200.5919328704;1.8423
67.048;35200.5919675926;1.8294
67.995;35200.5919907407;1.8449
68.991;35200.592025463;1.9469
69.999;35200.5920717593;2.0026
70.971;35200.5920949074;2.0795
71.988;35200.5921296296;2.2728
72.995;35200.5921759259;2.3
